dim,seed,sample_size,noise_level,method,basin_recall,mean_matched_mahalanobis,median_matched_mahalanobis,normalized_center_error,normalized_shape_error,extracted_count,oracle_count
2,5678,100,0.0,Top-Observations,0.6666666666666666,2.5196634389583776,0.5191685838404134,0.08800551619969453,0.15081120527723835,3,3
2,5678,100,0.0,Random-Centers,0.6666666666666666,2.4417733741063326,2.4615348880466645,0.11649995401357877,0.1505977928317071,3,3
2,5678,100,0.02,Proposed-Local-Structure,0.3333333333333333,1.0344877912813204,1.0344877912813204,0.046242833425170375,0.4759681408146864,1,3
2,5678,100,0.02,Top-Observations,0.6666666666666666,2.5196634389583776,0.5191685838404134,0.08800551619969453,0.15081120527723835,3,3
2,5678,100,0.02,Random-Centers,0.0,8.606199507373136,9.261083238088004,0.38177646260170806,0.1505977928317071,3,3
2,5678,100,0.05,Proposed-Local-Structure,0.6666666666666666,1.2575585322398608,1.2575585322398608,0.05812283466521441,0.3112596424501328,2,3
2,5678,100,0.05,Top-Observations,0.6666666666666666,2.5196634389583776,0.5191685838404134,0.08800551619969453,0.15081120527723835,3,3
2,5678,100,0.05,Random-Centers,0.6666666666666666,2.498921057512557,1.2023795376298179,0.10519296679380241,0.1505977928317071,3,3
2,5678,250,0.0,Proposed-Local-Structure,0.6666666666666666,0.9074687291108906,0.9074687291108906,0.0473281502873409,0.2166550459719262,2,3
2,5678,250,0.0,Top-Observations,0.3333333333333333,4.64822638827625,5.73750241631458,0.2051746334651288,0.15055753405230407,3,3
2,5678,250,0.0,Random-Centers,0.3333333333333333,5.470842669265505,5.903927828731547,0.2481306730327462,0.1505977928317071,3,3
2,5678,250,0.02,Proposed-Local-Structure,0.3333333333333333,1.1460266866456161,1.1460266866456161,0.04732162591573116,0.48069217705735895,1,3
2,5678,250,0.02,Top-Observations,0.3333333333333333,4.6482263882762505,5.73750241631458,0.2051746334651288,0.1505575340523041,3,3
2,5678,250,0.02,Random-Centers,0.3333333333333333,3.408000325140032,2.8898924487258513,0.13426075117987554,0.1505977928317071,3,3
2,5678,250,0.05,Proposed-Local-Structure,0.6666666666666666,1.02680713848412,1.02680713848412,0.05365883891302361,0.26099601219639285,2,3
2,5678,250,0.05,Top-Observations,0.6666666666666666,2.0608960905969336,0.28006803493211685,0.07046248794201951,0.15055753405230407,3,3
2,5678,250,0.05,Random-Centers,0.3333333333333333,3.4994581011105033,3.0211625963431787,0.14249510093478937,0.1505977928317071,3,3
2,5678,500,0.0,Proposed-Local-Structure,1.0,0.5192514216284371,0.6047897399612651,0.023576218003724267,0.18400226250527174,3,3
2,5678,500,0.0,Top-Observations,0.3333333333333333,3.276466333919586,3.3338751876764907,0.13328756089707916,0.15061997033460559,3,3
2,5678,500,0.0,Random-Centers,0.0,6.485737125324595,6.102628770889161,0.3370516476175683,0.1505977928317071,3,3
2,5678,500,0.02,Proposed-Local-Structure,1.0,0.5506257244794347,0.6228315502568155,0.025771901198498648,0.20150130858556467,3,3
2,5678,500,0.02,Top-Observations,0.3333333333333333,3.276466333919586,3.3338751876764907,0.13328756089707916,0.15061997033460559,3,3
2,5678,500,0.02,Random-Centers,0.6666666666666666,3.590705413613286,1.7048599802039464,0.16030076298187668,0.1505977928317071,3,3
2,5678,500,0.05,Proposed-Local-Structure,0.6666666666666666,2.271790429612211,2.2385202800706883,0.09026772040126341,0.37158131004079015,3,3
2,5678,500,0.05,Top-Observations,0.3333333333333333,3.276466333919586,3.3338751876764907,0.13328756089707916,0.15061997033460559,3,3
2,5678,500,0.05,Random-Centers,0.0,4.968691704540823,5.339103389197895,0.19457177174865659,0.1505977928317071,3,3
2,8888,100,0.0,Proposed-Local-Structure,0.3333333333333333,0.47965668063893935,0.47965668063893935,0.0349340929719246,0.35140136995950616,1,3
2,8888,100,0.0,Top-Observations,0.6666666666666666,3.13390196615477,2.4046593624906674,0.1309136524736333,0.08377043403780245,3,3
2,8888,100,0.0,Random-Centers,0.3333333333333333,3.475650957620404,3.992252175383872,0.21230145560996697,0.08459552592112218,3,3
2,8888,100,0.02,Proposed-Local-Structure,0.3333333333333333,0.31315924739342355,0.31315924739342355,0.022808886274835165,0.38517199289413484,1,3
2,8888,100,0.02,Top-Observations,0.6666666666666666,3.13390196615477,2.4046593624906674,0.1309136524736333,0.08377043403780245,3,3
2,8888,100,0.02,Random-Centers,0.3333333333333333,3.280859741509721,3.3393403385905835,0.21370411181493384,0.08459552592112218,3,3
2,8888,100,0.05,Proposed-Local-Structure,0.3333333333333333,0.734127002597495,0.734127002597495,0.05345688935479298,0.3509030390111606,1,3
2,8888,100,0.05,Top-Observations,0.6666666666666666,3.13390196615477,2.4046593624906674,0.1309136524736333,0.08377043403780245,3,3
2,8888,100,0.05,Random-Centers,0.0,4.5000393399511385,4.726646129236075,0.2625387581500237,0.08459552592112218,3,3
2,8888,250,0.0,Proposed-Local-Structure,0.3333333333333333,0.040312630614458854,0.040312630614458854,0.002937806986487921,0.30677542046050044,1,3
2,8888,250,0.0,Top-Observations,0.3333333333333333,3.523256976670643,2.9937652928804868,0.14759300679356369,0.08454755032331092,3,3
2,8888,250,0.0,Random-Centers,1.0,1.7837892043267551,1.9471990137816417,0.10463436026107895,0.08459552592112218,3,3
2,8888,250,0.02,Proposed-Local-Structure,0.3333333333333333,0.0389505322288966,0.0389505322288966,0.0028841169260630456,0.3204422973547106,1,3
2,8888,250,0.02,Top-Observations,0.3333333333333333,3.523256976670643,2.9937652928804868,0.14759300679356369,0.08454755032331092,3,3
2,8888,250,0.02,Random-Centers,0.3333333333333333,3.796824781627881,4.406376434973853,0.2372968466502225,0.08459552592112218,3,3
2,8888,250,0.05,Proposed-Local-Structure,0.3333333333333333,0.11451906241067702,0.11451906241067702,0.008339000108440464,0.332758057169262,1,3
