problem,dim,seed,method,selected_y,raw_regret,normalized_regret,true_rank,acquisition_rank,hit_top05,hit_top10,filter_active,retained_count,retained_fraction,target_top1_retained,compatibility_trust,compatibility_raw_evidence,compatibility_spearman,compatibility_elite_enrichment,source_regions
Rastrigin,5,777,Matching-Adaptive-Filter,74.00872534680954,41.47037987007701,0.5453492637065654,44,1,0.0,0.0,1.0,76,0.76,0.0,0.3297727272727052,0.5795454545454546,0.8181818181818183,0.34090909090909094,6
Rastrigin,5,777,Random-Adaptive-Filter,69.8132274073157,37.27488193058316,0.490177072871721,37,0,0.0,0.0,1.0,92,0.92,1.0,0.11430069930069067,0.1486013986013986,0.16083916083916086,0.13636363636363635,6
Rastrigin,5,777,Wrong-Adaptive-Filter,69.8132274073157,37.27488193058316,0.490177072871721,37,0,0.0,0.0,1.0,91,0.91,1.0,0.12522727272726342,0.17045454545454544,0.27272727272727276,0.06818181818181812,6
Rastrigin,5,777,Oracle-Fixed-Filter,69.8132274073157,37.27488193058316,0.490177072871721,37,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,777,Matching-Soft-Rerank,36.40487331722971,3.8665278404971772,0.05084612481299069,1,4,1.0,1.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,999,Target-Only,84.86454116275414,43.793107694689844,0.4922880811958704,36,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,999,Matching-Fixed-Filter,62.69746563989392,21.62603217182963,0.24310304616817785,12,6,0.0,0.0,1.0,25,0.25,0.0,1.0,0.06993006993006995,0.1398601398601399,-0.03409090909090906,6
Rastrigin,5,999,Matching-Adaptive-Filter,84.86454116275414,43.793107694689844,0.4922880811958704,36,0,0.0,0.0,1.0,95,0.95,1.0,0.07496503496502879,0.06993006993006995,0.1398601398601399,-0.03409090909090906,6
Rastrigin,5,999,Random-Adaptive-Filter,84.86454116275414,43.793107694689844,0.4922880811958704,36,0,0.0,0.0,1.0,89,0.89,1.0,0.15188811188810095,0.22377622377622386,0.17482517482517487,0.2727272727272728,6
Rastrigin,5,999,Wrong-Adaptive-Filter,84.86454116275414,43.793107694689844,0.4922880811958704,36,0,0.0,0.0,0.0,100,1.0,1.0,0.039999999999996004,0.0,-0.4545454545454546,-0.375,6
Rastrigin,5,999,Oracle-Fixed-Filter,84.86454116275414,43.793107694689844,0.4922880811958704,36,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,999,Matching-Soft-Rerank,102.8225513717347,61.75111790367041,0.6941580752028693,69,21,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,1234,Target-Only,102.40302292632313,67.82707874117304,0.7745107620090937,67,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,1234,Matching-Fixed-Filter,72.25858970855865,37.68264552340856,0.43029443461991823,17,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.27840909090909094,0.4545454545454546,0.10227272727272724,6
Rastrigin,5,1234,Matching-Adaptive-Filter,102.40302292632313,67.82707874117304,0.7745107620090937,67,0,0.0,0.0,1.0,87,0.87,1.0,0.1792045454545328,0.27840909090909094,0.4545454545454546,0.10227272727272724,6
Rastrigin,5,1234,Random-Adaptive-Filter,102.40302292632313,67.82707874117304,0.7745107620090937,67,0,0.0,0.0,1.0,88,0.88,1.0,0.16347027972026804,0.24694055944055948,0.3916083916083916,0.10227272727272735,6
Rastrigin,5,1234,Wrong-Adaptive-Filter,102.40302292632313,67.82707874117304,0.7745107620090937,67,0,0.0,0.0,1.0,84,0.84,1.0,0.21985139860138345,0.3597027972027973,0.4125874125874127,0.3068181818181818,6
Rastrigin,5,1234,Oracle-Fixed-Filter,102.40302292632313,67.82707874117304,0.7745107620090937,67,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,1234,Matching-Soft-Rerank,72.25858970855865,37.68264552340856,0.43029443461991823,17,2,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,5678,Target-Only,98.33410215828822,57.46790269768164,0.802237882015427,68,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,5678,Matching-Fixed-Filter,98.33410215828822,57.46790269768164,0.802237882015427,68,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.18531468531468537,0.0979020979020979,0.2727272727272728,6
Rastrigin,5,5678,Matching-Adaptive-Filter,98.33410215828822,57.46790269768164,0.802237882015427,68,0,0.0,0.0,1.0,91,0.91,1.0,0.1326573426573329,0.18531468531468537,0.0979020979020979,0.2727272727272728,6
Rastrigin,5,5678,Random-Adaptive-Filter,98.33410215828822,57.46790269768164,0.802237882015427,68,0,0.0,0.0,1.0,89,0.89,1.0,0.15210664335663238,0.22421328671328672,0.20979020979020982,0.23863636363636365,6
Rastrigin,5,5678,Wrong-Adaptive-Filter,98.33410215828822,57.46790269768164,0.802237882015427,68,0,0.0,0.0,1.0,73,0.73,1.0,0.36189685314682907,0.6437937062937064,0.7762237762237763,0.5113636363636365,6
Rastrigin,5,5678,Oracle-Fixed-Filter,98.33410215828822,57.46790269768164,0.802237882015427,68,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,5678,Matching-Soft-Rerank,85.30577868695131,44.43957922634473,0.6203656692283952,53,1,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,5,8888,Target-Only,72.45554504637347,44.20438504352701,0.5650637213745525,42,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,5,8888,Matching-Fixed-Filter,95.2411801429229,66.99002014007644,0.8563320140758488,80,6,0.0,0.0,1.0,25,0.25,0.0,1.0,0.17613636363636365,0.18181818181818185,0.17045454545454541,6
Rastrigin,5,8888,Matching-Adaptive-Filter,72.45554504637347,44.20438504352701,0.5650637213745525,42,0,0.0,0.0,1.0,91,0.91,1.0,0.12806818181817234,0.17613636363636365,0.18181818181818185,0.17045454545454541,6
Rastrigin,5,8888,Random-Adaptive-Filter,72.45554504637347,44.20438504352701,0.5650637213745525,42,0,0.0,0.0,1.0,88,0.88,1.0,0.16106643356642206,0.2421328671328672,0.2797202797202798,0.20454545454545459,6
Rastrigin,5,8888,Wrong-Adaptive-Filter,72.45554504637347,44.20438504352701,0.5650637213745525,42,0,0.0,0.0,1.0,96,0.96,1.0,0.060979020979015676,0.04195804195804196,0.08391608391608392,0.0,6
Rastrigin,5,8888,Oracle-Fixed-Filter,72.45554504637347,44.20438504352701,0.5650637213745525,42,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,5,8888,Matching-Soft-Rerank,34.4144927076662,6.163332704819737,0.07878575192994132,3,10,1.0,1.0,0.0,100,1.0,1.0,,,,,6
Lunacek,5,42,Target-Only,87.0609935379122,54.46727729640786,0.7296164911687987,57,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,5,42,Matching-Fixed-Filter,68.31988031694232,35.72616407543798,0.4785698821292273,21,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.0034965034965034965,0.006993006993006993,-0.06818181818181818,6
Lunacek,5,42,Matching-Adaptive-Filter,87.0609935379122,54.46727729640786,0.7296164911687987,57,0,0.0,0.0,0.0,100,1.0,1.0,0.041748251748247645,0.0034965034965034965,0.006993006993006993,-0.06818181818181818,6
Lunacek,5,42,Random-Adaptive-Filter,87.0609935379122,54.46727729640786,0.7296164911687987,57,0,0.0,0.0,0.0,100,1.0,1.0,0.039999999999996004,0.0,-0.14685314685314685,-0.1363636363636363,6
Lunacek,5,42,Wrong-Adaptive-Filter,87.0609935379122,54.46727729640786,0.7296164911687987,57,0,0.0,0.0,1.0,97,0.97,1.0,0.052019230769226016,0.024038461538461522,0.013986013986013986,0.03409090909090906,6
Lunacek,5,42,Oracle-Fixed-Filter,87.0609935379122,54.46727729640786,0.7296164911687987,57,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Lunacek,5,42,Matching-Soft-Rerank,68.31988031694232,35.72616407543798,0.4785698821292273,21,1,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Lunacek,5,101,Target-Only,80.54089420197992,61.708132419320116,0.7399348785142651,54,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,5,101,Matching-Fixed-Filter,71.23282657350072,52.40006479084091,0.6283229463449329,38,3,0.0,0.0,1.0,25,0.25,0.0,1.0,0.5048076923076923,0.5664335664335665,0.44318181818181823,6
Lunacek,5,101,Matching-Adaptive-Filter,80.54089420197992,61.708132419320116,0.7399348785142651,54,0,0.0,0.0,1.0,79,0.79,1.0,0.29240384615382636,0.5048076923076923,0.5664335664335665,0.44318181818181823,6
Lunacek,5,101,Random-Adaptive-Filter,80.54089420197992,61.708132419320116,0.7399348785142651,54,0,0.0,0.0,1.0,83,0.83,1.0,0.23449300699299092,0.38898601398601407,0.5734265734265735,0.20454545454545459,6
Lunacek,5,101,Wrong-Adaptive-Filter,80.54089420197992,61.708132419320116,0.7399348785142651,54,0,0.0,0.0,0.0,100,1.0,1.0,0.039999999999996004,0.0,-0.2517482517482518,-0.27272727272727276,6
Lunacek,5,101,Oracle-Fixed-Filter,80.54089420197992,61.708132419320116,0.7399348785142651,54,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Lunacek,5,101,Matching-Soft-Rerank,43.44880463371367,24.616042851053862,0.29516804288819803,6,5,0.0,1.0,0.0,100,1.0,1.0,,,,,6
Lunacek,5,2026,Target-Only,97.37294844706955,76.51096364355182,0.9518041357365897,86,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,5,2026,Matching-Fixed-Filter,52.00312414779057,31.141139344272847,0.38739892700235706,15,10,0.0,0.0,1.0,25,0.25,0.0,1.0,0.3570804195804196,0.4755244755244756,0.2386363636363636,6
Lunacek,5,2026,Matching-Adaptive-Filter,97.37294844706955,76.51096364355182,0.9518041357365897,86,0,0.0,0.0,1.0,84,0.84,1.0,0.21854020979019467,0.3570804195804196,0.4755244755244756,0.2386363636363636,6
Lunacek,5,2026,Random-Adaptive-Filter,97.37294844706955,76.51096364355182,0.9518041357365897,86,0,0.0,0.0,1.0,84,0.84,1.0,0.22444055944054392,0.36888111888111885,0.32867132867132864,0.40909090909090906,6
Lunacek,5,2026,Wrong-Adaptive-Filter,97.37294844706955,76.51096364355182,0.9518041357365897,86,0,0.0,0.0,1.0,95,0.95,1.0,0.07999125874125224,0.07998251748251747,0.1258741258741259,0.03409090909090906,6
